"Rhoto.Ac.1"	"Rhoto.Ac.2"	"Rhoto.Ac.3"	"Rhoto.Glc.1"	"Rhoto.Glc.2"	"Rhoto.Glc.3"	"Rhoto.So.1"	"Rhoto.So.2"	"Rhoto.So.3"	"Rhoto.Xyl.1"	"Rhoto.Xyl.2"	"Rhoto.Xyl.3"	"Rhoto.YP.1"	"Rhoto.YP.2"	"Rhoto.YP.3"
"mRNA_1556"	699	658	618	1284	1148	1009	953	1138	1317	883	1108	704	1768	1475	777
"mRNA_1557"	37	52	26	147	93	91	47	34	68	72	73	61	81	82	32
"mRNA_1558"	189	227	300	523	373	378	546	478	979	262	285	304	367	434	450
"mRNA_1559"	89	165	244	336	267	279	450	377	974	101	115	204	192	253	229
"mRNA_1560"	399	459	421	531	531	464	549	652	755	408	442	389	881	623	781
"mRNA_1561"	1470	1103	1638	1624	1730	1271	1023	1197	1467	1135	1289	1104	1256	1123	628
"mRNA_1562"	6957	5814	6292	4999	3974	3392	5276	5793	5633	4513	4591	3927	3993	4125	3370
"mRNA_1563"	3	1	6	16	9	5	3	8	7	6	8	14	4	11	7
"mRNA_1564"	14	7	3	0	0	1	2	0	0	0	0	0	8	2	0
"mRNA_1565"	813	823	1042	1623	1365	1312	1228	1182	1983	1087	1261	1272	1538	1393	1361
"mRNA_1566"	70	87	118	617	519	365	386	401	712	614	834	869	333	419	231
"mRNA_1567"	736	721	813	387	520	400	1036	1091	1408	705	651	547	1262	1256	1164
"mRNA_1568"	14	29	26	84	113	102	37	58	98	85	95	63	43	75	25
"mRNA_1569"	450	385	455	788	798	620	791	987	1129	763	769	663	1315	992	616
"mRNA_1570"	1069	1210	1574	46	23	48	8726	7091	11546	708	583	633	10209	8765	10744
"mRNA_1571"	7896	9271	9812	15287	9626	7813	8977	9693	10464	8549	10322	10631	4414	6154	3693
"mRNA_1572"	20244	10853	17309	23634	19020	14998	18338	20545	22420	16809	18049	14918	12970	11464	6807
"mRNA_1573"	664	753	904	1718	1190	1101	742	922	1448	787	1110	1176	700	789	399
"mRNA_1574"	1019	1254	1716	3055	2255	2424	2473	2267	4113	1661	2229	2297	2065	2709	1459
"mRNA_1575"	89	85	85	99	110	92	124	150	203	245	203	182	80	79	57
"mRNA_1576"	1188	1198	1128	524	406	351	1271	1641	1482	960	861	740	3013	2496	1392
"mRNA_1577"	60	59	55	179	369	288	142	160	189	229	278	235	394	301	166
"mRNA_1578"	51	57	65	515	1776	1574	236	218	395	462	606	622	610	672	195
"mRNA_1579"	776	744	979	726	611	556	770	695	912	607	665	636	838	735	1472
"mRNA_1580"	1107	1067	1080	1219	1286	1052	762	789	1014	904	908	809	984	798	762
"mRNA_1581"	226	371	328	11801	8642	7476	599	593	598	286	400	276	207	181	94
"mRNA_1582"	13496	14133	14983	11223	8131	7538	17804	17810	24108	12164	14064	12480	15178	11115	17875
"mRNA_1583"	254	379	318	724	464	456	353	417	608	303	373	247	436	292	245
"mRNA_1584"	131	197	298	533	468	458	362	316	626	202	270	476	238	288	293
"mRNA_1585"	243	203	295	606	504	428	356	376	571	328	507	443	376	373	311
"mRNA_1586"	791	697	1095	923	878	833	2332	2465	3444	988	1245	1189	1270	1400	861
"mRNA_1587"	13	12	9	13	35	37	19	18	32	200	165	109	16	10	13
"mRNA_1588"	1833	1242	2201	236	375	307	364	361	494	322	383	363	250	216	197
"mRNA_1589"	575	469	671	1150	1031	899	616	682	908	716	910	695	851	807	706
"mRNA_1590"	1005	871	933	839	953	749	1285	1108	1383	1395	1587	1616	1658	1340	1430
"mRNA_1591"	6156	8568	7636	3848	3346	2663	10590	10718	10154	5649	6648	6706	13548	11723	12087
"mRNA_1592"	357	352	516	1088	1025	733	965	1122	1496	738	929	901	823	858	424
"mRNA_1593"	5	6	6	133	205	152	9	11	32	48	83	58	20	7	8
"mRNA_1594"	146	155	179	172	143	118	3322	2839	4058	407	354	374	3447	2798	3955
"mRNA_1595"	291	320	366	411	486	384	702	752	1004	409	518	522	675	630	525
"mRNA_1596"	381	251	300	777	581	665	229	261	311	429	497	482	495	376	390
"mRNA_1597"	1	19	11	68	43	20	0	0	2	104	121	138	5	8	3
"mRNA_1598"	123	200	95	234	217	186	287	236	296	182	234	171	311	218	157
"mRNA_1599"	393	447	531	789	734	543	968	890	1173	474	635	567	956	900	581
"mRNA_1600"	571	551	650	672	713	534	1030	1184	1284	682	821	765	1132	954	985
"mRNA_1601"	1368	1489	1539	1115	1087	843	2034	2106	2571	983	1140	969	2902	2179	2965
"mRNA_1602"	846	861	1418	2312	1760	1541	1604	1451	2436	1617	1982	2362	2287	2430	2338
"mRNA_1603"	1539	1321	1578	2227	1877	1406	1581	1980	1812	1381	1535	1477	1503	1639	946
"mRNA_1604"	138	165	190	2677	3007	3414	196	623	746	824	1041	1186	1153	1991	88
"mRNA_1605"	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"mRNA_1606"	481	834	304	1	1	0	182	176	154	1	1	1	219	157	840
"mRNA_1607"	62	64	72	186	214	147	235	283	549	389	566	592	139	178	133
"mRNA_1608"	3927	3540	4360	843	859	610	4253	4313	4466	2298	2718	2556	3087	2824	5959
"mRNA_1609"	40	81	67	12	16	10	76	81	84	12	18	18	50	67	102
"mRNA_1610"	1921	1825	2027	313	324	252	1334	1316	1821	363	436	367	1758	1517	1884
"mRNA_1611"	694	634	685	322	425	292	538	457	594	385	369	345	592	460	866
"mRNA_1612"	45	24	32	81	57	58	72	70	71	40	48	21	87	59	107
"mRNA_1613"	516	717	696	1107	1017	898	817	761	1276	603	730	712	915	941	764
"mRNA_1614"	380	351	506	609	828	503	1159	1365	1541	963	988	822	2027	1417	1563
"mRNA_1615"	43568	53715	58807	111022	47602	45420	60742	64938	75994	53244	66535	68186	37141	47132	21732
"mRNA_1616"	6393	5849	6075	18841	12567	11576	4872	5756	6015	10780	12205	10155	7248	7498	1933
"mRNA_1617"	255	207	277	209	194	158	289	292	282	269	306	227	578	432	481
"mRNA_1618"	244	243	226	142	86	90	248	287	472	387	312	286	280	222	226
"mRNA_1619"	87	141	103	49	32	41	87	127	224	163	124	116	96	127	87
"mRNA_1620"	36	93	94	233	164	105	323	390	864	244	261	229	155	224	157
"mRNA_1621"	4	36	14	11	5	1	15	18	25	1	3	3	7	1	6
"mRNA_1622"	4306	3517	4289	551	407	367	3137	2589	2780	10419	11481	9906	2878	2945	3029
"mRNA_1623"	1001	1044	1606	1817	1771	1309	2372	2232	3221	1622	1799	2200	1444	1964	1685
"mRNA_1624"	252	201	302	875	626	423	364	455	573	507	633	564	428	430	320
"mRNA_1625"	0	0	0	3	3	3	4	5	1	3	0	3	0	0	2
"mRNA_1626"	16	67	23	148	200	147	32	144	255	259	286	262	133	132	17
"mRNA_1627"	271	360	280	329	310	220	462	487	642	313	287	209	546	517	530
"mRNA_1628"	2	5	4	10	4	8	0	6	9	2	7	2	8	7	3
"mRNA_1629"	40	22	52	221	293	250	83	85	150	283	339	339	122	159	83
"mRNA_1630"	49	77	77	385	299	237	143	122	195	183	252	161	214	176	81
"mRNA_1631"	510	739	907	2642	2417	1627	3700	4635	5406	5492	6067	5211	6665	4323	4441
"mRNA_1632"	5646	7565	6373	3648	1968	1543	5350	5873	5314	4536	5087	4896	4041	3603	3538
"mRNA_1633"	15	9	17	85	93	102	46	76	111	38	25	53	71	103	77
"mRNA_1634"	55	87	78	34	32	66	204	202	397	90	98	70	83	71	105
"mRNA_1635"	1703	2465	3256	2950	3404	2684	4327	4176	6019	1564	2216	2934	3372	4411	2983
"mRNA_1636"	28	28	47	123	95	94	51	40	63	36	45	61	43	43	50
"mRNA_1637"	25	15	30	47	34	24	79	79	84	31	27	36	47	47	49
"mRNA_1638"	309	330	455	370	472	315	480	546	782	332	513	463	526	477	491
"mRNA_1639"	14659	13956	19227	10631	7890	6999	19423	16529	20126	9768	10937	15196	7649	10021	6247
"mRNA_1640"	5	7	4	22	29	22	10	4	20	34	21	12	7	6	16
"mRNA_1641"	87	97	111	311	257	240	169	163	247	247	245	234	185	157	178
"mRNA_1642"	3494	2578	3568	4505	3386	2502	3546	4173	4248	3166	3512	2886	3381	3113	2332
"mRNA_1643"	2641	2963	3763	83	184	143	2517	2166	2525	658	865	933	4670	3462	3513
"mRNA_1644"	560	919	894	322	544	287	9189	10799	12473	3603	3775	3613	6785	6198	1892
"mRNA_1645"	17	17	20	27	53	33	1123	1312	2187	249	209	184	364	307	106
"mRNA_1646"	231	271	315	465	402	290	474	396	736	299	366	497	596	614	597
"mRNA_1647"	31935	29427	26167	47275	36891	32188	26631	28730	32692	32644	37914	33965	12055	12063	6178
"mRNA_1648"	360	271	347	988	643	860	1551	1209	1815	619	739	688	899	684	1192
"mRNA_1649"	6614	4884	5933	2928	2513	3005	1067	668	624	1350	1385	1162	898	1055	1017
"mRNA_1650"	183	381	253	423	485	463	249	230	403	291	440	417	149	122	304
"mRNA_1651"	3403	3139	3113	1897	1650	1099	5485	6276	6309	4718	5056	4061	3985	2611	4615
"mRNA_1652"	4612	6768	5301	18411	13771	10071	13209	15982	17334	17065	18993	14192	5402	5394	1557
"mRNA_1653"	12	24	15	362	784	731	33	66	109	227	250	212	262	276	32
"mRNA_1654"	731	1130	1028	1336	1009	1035	1017	1091	2552	728	687	775	346	491	240
"mRNA_1655"	1735	1257	1741	1297	1198	1063	1639	1522	1978	1233	1285	1136	2423	1923	2229
"mRNA_1656"	5438	5686	5287	1827	1713	1239	3342	2900	3046	2236	2232	2084	4525	3328	4008
"mRNA_1657"	586	832	994	1657	1447	1137	1387	1569	2181	2175	2923	2838	1950	1905	1785
"mRNA_1658"	14570	12873	12549	37247	32539	27324	7342	10125	10222	24566	24631	20467	8841	8350	3914
"mRNA_1659"	166	160	183	472	339	308	327	289	469	473	385	304	365	298	290
"mRNA_1660"	246	177	242	330	384	292	211	273	326	214	314	211	310	314	234
"mRNA_1661"	12	42	25	2	1	3	26	35	25	7	7	8	6	11	11
"mRNA_1662"	0	1	2	2	1	2	0	1	2	2	2	7	3	2	3
"mRNA_1663"	0	0	0	0	0	0	0	4	0	5	2	3	0	3	2
"mRNA_1664"	22	33	35	70	82	60	67	60	126	93	116	74	102	67	80
"mRNA_1665"	12	24	14	44	49	37	23	34	74	37	35	50	49	39	53
"mRNA_1666"	324	224	253	319	304	277	342	490	392	301	275	267	589	444	394
"mRNA_1667"	1799	2667	3729	2687	2550	2417	3765	3066	6130	1319	1675	2292	3085	3958	3960
"mRNA_1668"	148	172	132	505	734	425	318	429	438	585	586	465	1940	767	2894
"mRNA_1669"	163	259	254	985	1241	789	559	686	717	644	854	763	2118	1143	3889
"mRNA_1670"	112	166	162	137	83	38	437	603	623	177	209	202	301	324	278
"mRNA_1671"	386	391	368	369	428	271	542	580	731	448	422	402	910	718	672
"mRNA_1672"	11829	13278	11558	11142	8497	7085	11819	11963	13155	8181	9437	8370	8203	7732	4059
"mRNA_1673"	78	132	99	486	326	328	147	167	217	319	319	298	128	140	99
"mRNA_1674"	567	597	896	523	509	506	1117	870	1467	508	571	706	1014	1117	828
"mRNA_1675"	50	56	69	239	206	178	65	44	127	21	45	31	64	51	49
"mRNA_1676"	13	19	6	27	12	27	13	12	29	17	7	5	6	11	12
"mRNA_1677"	1273	1368	1365	1960	1902	1469	1395	1652	1835	1526	1884	1508	1851	1611	916
"mRNA_1678"	2246	2574	2704	3543	3547	2880	2037	2621	2558	1624	2046	1995	2108	2323	1085
"mRNA_1679"	7	16	6	44	30	33	12	8	17	10	19	17	24	13	11
"mRNA_1680"	69	78	85	574	671	644	65	126	254	188	189	202	99	142	14
"mRNA_1681"	164	237	144	220	242	142	179	189	234	175	208	151	307	229	194
"mRNA_1682"	1	3	7	2	3	3	5	2	6	2	0	1	5	1	2
"mRNA_1683"	235	122	190	259	336	239	240	345	355	199	264	236	250	249	205
"mRNA_1684"	4	3	4	20	6	10	47	35	64	14	8	5	43	26	72
"mRNA_1685"	9	4	7	42	32	27	18	11	34	40	48	33	26	27	29
"mRNA_1686"	951	1016	1276	3149	2048	2231	2064	2287	2845	1935	2781	2823	1706	1885	1031
"mRNA_1687"	43366	44414	33426	48545	44541	35541	28560	36222	35894	28885	28562	23026	29205	23811	9745
"mRNA_1688"	104	99	174	331	389	361	289	277	607	169	252	276	167	247	136
"mRNA_1689"	236	253	273	276	165	138	527	510	750	155	275	207	482	539	465
"mRNA_1690"	695	751	988	627	615	397	2284	1737	3007	1371	1471	1532	1179	1351	1871
"mRNA_1691"	32	19	52	1827	2227	1463	7398	5369	7230	1502	1215	1527	3173	4527	1644
"mRNA_1692"	1080	1057	1310	2358	1972	1649	1670	1625	2343	1362	1700	1687	1873	1951	1193
"mRNA_1693"	138	187	154	834	528	645	575	540	970	385	430	362	478	408	395
"mRNA_1694"	84	83	95	117	115	124	163	145	320	105	105	135	149	163	86
"mRNA_1695"	206	228	190	293	286	269	334	388	515	297	355	248	401	391	230
"mRNA_1696"	230	275	277	458	778	484	434	493	771	1184	1085	1076	543	656	362
"mRNA_1697"	15	31	22	176	57	51	16	17	35	44	81	77	24	24	24
"mRNA_1698"	1624	1704	1775	2536	2221	1841	1756	2162	1978	1751	2125	1942	2391	2054	1498
"mRNA_1699"	141	138	158	1139	1614	1550	307	480	658	549	644	647	789	946	284
"mRNA_1700"	108	159	115	272	276	221	304	279	420	315	352	293	338	263	313
"mRNA_1701"	3933	4659	3683	2729	2122	1577	3299	3953	3666	2295	2528	2297	3937	3365	2868
"mRNA_1702"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"mRNA_1703"	432	475	858	1923	2056	2127	1326	1186	2745	839	1042	1387	1125	1317	1445
"mRNA_1704"	1884	1231	1626	1162	877	813	1090	1253	1103	797	840	717	1158	1134	1476
"mRNA_1705"	1398	949	1266	1172	1131	881	1132	1432	1305	1148	1219	1118	2207	1497	4245
"mRNA_1706"	317	209	224	174	199	139	314	457	617	267	276	167	613	404	473
"mRNA_1707"	526	481	639	400	527	458	946	1075	1740	440	506	518	1006	783	853
"mRNA_1708"	165	87	135	109	144	101	129	132	139	149	155	134	169	158	107
"mRNA_1709"	114	66	76	58	51	53	55	49	74	52	52	53	58	52	51
"mRNA_1710"	9587	6745	9760	2794	4636	4020	4788	4792	5704	3586	3007	2874	2282	2692	1276
"mRNA_1711"	1839	1776	1927	2926	2819	2441	1734	2007	2217	1677	2041	2049	1477	1592	1319
"mRNA_1712"	58	55	43	80	47	56	43	49	98	105	94	79	43	56	56
"mRNA_1713"	765	760	698	55	51	50	2291	2145	2091	333	200	203	2634	2703	1782
"mRNA_1714"	36	65	51	120	89	101	62	70	152	61	67	54	59	61	59
"mRNA_1715"	803	904	889	1409	1262	1160	1047	1359	1982	775	1041	889	1198	910	1058
"mRNA_1716"	531	619	636	1810	1253	1717	525	557	687	689	794	854	555	649	652
"mRNA_1717"	447	343	513	593	553	434	641	469	747	467	583	486	778	581	623
"mRNA_1718"	4180	4192	3435	1853	1359	1146	2184	2435	2468	2074	1968	1674	1486	1462	1572
"mRNA_1719"	6161	4723	7353	2259	1767	1070	10486	9441	9327	2754	3487	3084	5782	4526	5625
"mRNA_1720"	1116	1369	2087	2667	2413	1843	2359	2102	3773	2820	3490	4054	2273	2460	3264
"mRNA_1721"	406	449	526	937	847	653	631	600	841	571	743	633	890	694	830
"mRNA_1722"	27	26	42	337	172	180	44	54	118	172	300	316	139	109	309
"mRNA_1723"	163	221	289	793	466	545	494	477	1105	142	217	222	332	339	343
"mRNA_1724"	595	833	722	998	736	760	821	853	1314	608	717	629	896	766	744
"mRNA_1725"	363	376	437	478	422	354	440	488	829	413	513	459	473	482	368
"mRNA_1726"	153	133	337	3852	17656	13710	445	1466	3266	12737	14407	16691	15796	16149	200
"mRNA_1727"	1033	1139	1551	1334	1383	1162	1824	1597	2445	1300	1519	1358	1481	1343	732
"mRNA_1728"	1636	1532	2141	721	1080	1038	3585	3009	4521	909	1109	1117	3866	3448	4481
"mRNA_1729"	108	263	217	69	91	120	327	268	507	63	73	103	241	266	369
"mRNA_1730"	1546	770	1493	1503	1161	976	1208	1500	1326	942	922	934	1485	1433	1116
"mRNA_1731"	26	27	12	36	16	17	44	44	59	27	44	30	57	41	31
"mRNA_1732"	128	178	192	315	262	234	289	231	322	249	316	319	313	308	271
"mRNA_1733"	171	294	324	346	366	305	385	334	472	249	354	468	378	408	343
"mRNA_1734"	435	430	820	720	763	668	1042	902	1900	560	747	916	913	1391	1196
"mRNA_1735"	8825	8330	11058	32207	26760	28468	5981	6793	8180	10658	13871	17496	4663	6552	3282
"mRNA_1736"	606	646	802	1798	1337	1082	1993	2056	2529	1544	1466	1612	1004	1333	668
"mRNA_1737"	208	301	332	349	299	342	603	497	672	193	244	334	352	357	239
"mRNA_1738"	250	211	236	338	346	255	476	382	527	281	310	326	408	389	247
"mRNA_1739"	62	71	138	104	101	91	126	181	272	217	264	209	134	130	131
"mRNA_1740"	283	345	470	2034	1525	1625	635	725	1253	526	630	578	552	605	252
"mRNA_1741"	514	581	624	1258	918	910	749	751	1109	596	710	699	769	757	693
"mRNA_1742"	131	170	315	1051	882	951	456	528	1091	851	809	1016	250	389	321
"mRNA_1743"	544	674	668	780	672	600	649	623	995	577	640	582	695	634	721
"mRNA_1744"	194	155	247	320	377	268	382	425	490	509	570	459	660	471	467
"mRNA_1745"	837	814	1030	2902	2260	2887	1168	1303	1514	1172	1141	1074	830	1093	544
"mRNA_1746"	840	796	842	1160	938	851	811	825	1207	828	958	818	878	727	677
"mRNA_1747"	4780	6936	4055	1165	334	321	4147	4576	4832	1270	1369	1134	3510	2401	5812
"mRNA_1748"	3281	4576	3774	1961	1313	776	4081	4534	4871	3060	3726	3570	2383	2566	1755
"mRNA_1749"	180	138	241	83	14	22	130	196	185	184	157	139	68	80	88
"mRNA_1750"	145	163	214	424	339	285	322	367	541	282	371	364	411	404	454
"mRNA_1751"	176	138	183	417	382	296	272	310	410	292	307	290	347	219	223
"mRNA_1752"	1097	1167	1271	1488	1725	1725	1388	1716	3016	1384	1612	1379	1524	1525	1198
"mRNA_1753"	844	797	864	875	841	674	815	898	1041	700	685	600	774	673	762
"mRNA_1754"	206	261	137	252	209	176	163	158	217	100	105	131	86	94	78
"mRNA_1755"	426	326	474	556	426	392	614	724	821	337	432	354	806	646	699
"mRNA_1756"	85	90	107	247	213	204	85	94	200	150	182	153	99	142	61
"mRNA_1757"	2242	2693	2750	4511	3237	2492	3579	3843	4535	2683	3246	3096	1867	1999	1544
"mRNA_1758"	1511	1225	1221	898	740	662	540	356	562	1047	865	707	187	253	89
"mRNA_1759"	79	64	103	83	116	51	220	240	318	174	219	204	297	296	233
"mRNA_1760"	44	86	110	148	108	102	137	160	268	97	140	148	139	120	134
"mRNA_1761"	371	556	359	599	408	383	298	370	454	439	524	441	306	242	256
"mRNA_1762"	488	507	591	260	78	105	587	590	613	347	498	441	1289	862	677
"mRNA_1763"	274	337	283	1112	1038	795	583	601	742	622	850	737	833	630	504
"mRNA_1764"	156	226	167	231	389	203	293	324	381	532	609	515	422	324	212
"mRNA_1765"	580	493	811	867	1029	633	1555	1530	1858	947	1380	1262	994	979	625
"mRNA_1766"	34	39	66	118	67	61	32	38	96	44	51	24	41	34	49
"mRNA_1767"	94	48	125	1246	543	505	58	93	174	228	295	276	108	108	50
"mRNA_1768"	12716	13317	18706	6920	8363	5840	9826	9969	13429	15198	19316	20763	9677	11593	6059
"mRNA_1769"	3	5	14	7	9	6	8	16	15	20	18	21	9	22	6
"mRNA_1770"	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0
"mRNA_1771"	1794	1883	2274	3964	3183	2610	2409	2374	3773	1846	2372	2523	2463	2700	2202
"mRNA_1772"	189	165	194	158	175	167	250	255	266	160	130	164	209	172	209
"mRNA_1773"	37	41	49	202	126	140	63	59	111	98	106	68	82	72	33
"mRNA_1774"	21	28	17	63	59	61	14	31	41	55	63	47	52	35	25
"mRNA_1775"	42	31	77	470	630	255	71	75	130	51	82	68	47	49	63
"mRNA_1776"	2846	2825	3402	6222	5252	4512	1970	2234	2513	2214	2855	3198	1931	2023	1626
"mRNA_1777"	434	419	633	976	1132	952	943	846	1182	772	916	956	1031	1028	734
"mRNA_1778"	45	46	28	7	5	2	33	38	42	17	16	17	14	11	58
"mRNA_1779"	592	1291	966	120	124	66	2089	2246	2292	744	952	903	1066	1134	1099
"mRNA_1780"	1702	1636	1855	2535	2629	2236	1826	2130	2417	1819	2143	2042	2235	2066	1747
"mRNA_1781"	349	359	409	533	647	418	308	396	444	390	399	419	375	355	227
"mRNA_1782"	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
"mRNA_1783"	244	308	303	355	330	285	353	418	735	311	361	320	604	422	634
"mRNA_1784"	424	398	411	694	610	365	1139	1234	1721	438	536	538	792	667	808
"mRNA_1785"	10852	13475	12546	15652	11192	10598	8184	8200	9945	8946	10160	12303	4212	5615	2642
"mRNA_1786"	9869	4644	9650	9233	7098	6563	5329	4800	5822	8847	9087	8673	3133	3837	1686
"mRNA_1787"	46	64	48	82	111	92	91	93	106	121	111	96	142	123	151
"mRNA_1788"	152	156	230	408	572	559	266	277	468	401	402	402	352	362	225
"mRNA_1789"	1804	1050	1989	2804	1976	1525	1575	1843	2321	1982	2352	2004	1302	1244	1580
"mRNA_1790"	1066	1540	1698	635	1006	836	2170	2015	3636	1097	1153	1154	3758	3196	2675
"mRNA_1791"	0	2	0	0	1	1	2	0	0	4	2	0	2	6	1
"mRNA_1792"	19	34	36	5	1	3	123	114	125	0	8	1	353	236	361
"mRNA_1793"	1566	910	1359	1335	1384	1058	831	1005	974	830	891	817	1085	1008	865
"mRNA_1794"	258	220	364	156	161	157	327	331	465	206	280	239	511	420	431
"mRNA_1795"	1026	1286	1129	1197	1120	858	1132	1227	1564	919	962	894	1394	1188	1358
"mRNA_1796"	118	145	156	432	232	268	295	272	604	124	142	136	185	208	212
"mRNA_1797"	9	16	18	237	266	173	74	98	159	75	138	141	52	82	95
"mRNA_1798"	134	223	177	227	309	174	817	934	972	474	575	490	653	508	419
"mRNA_1799"	407	470	604	1290	1353	1212	1066	958	1379	922	1044	1230	1631	1582	1291
"mRNA_1800"	44	123	96	357	287	222	334	458	605	540	711	597	296	198	69
"mRNA_1801"	543	589	548	487	568	411	378	475	408	398	452	379	651	499	572
"mRNA_1802"	2549	3760	3820	3987	3469	3287	5742	5233	7958	2832	3350	3739	5602	5329	4366
"mRNA_1803"	349	406	355	491	479	388	434	474	696	472	505	561	692	532	664
"mRNA_1804"	72	74	145	300	378	279	149	155	218	179	268	349	236	249	255
"mRNA_1805"	12938	14239	14145	11365	8041	6703	9793	9657	10730	10145	10407	11515	6295	6657	4661
"mRNA_1806"	539	378	651	517	585	476	471	430	686	627	737	638	871	680	812
"mRNA_1807"	157	109	190	616	482	782	58	85	147	313	473	550	246	251	125
"mRNA_1808"	5	7	15	16	13	16	11	9	37	7	4	11	3	4	1
"mRNA_1809"	0	0	0	1	1	3	2	5	8	62	20	27	0	0	0
"mRNA_1810"	1038	644	800	1260	1028	858	619	802	787	926	968	732	846	591	556
"mRNA_1811"	105	48	103	212	1251	848	28	61	118	665	775	685	792	650	25
"mRNA_1812"	89	146	176	378	244	190	179	200	270	264	358	316	246	140	235
"mRNA_1813"	451	663	854	1514	1287	1325	1202	1064	2107	655	903	1089	949	1213	869
"mRNA_1814"	640	649	790	483	642	531	1246	1052	1654	562	801	847	1335	1381	1153
"mRNA_1815"	136	146	144	229	318	287	104	121	172	143	159	139	232	249	85
"mRNA_1816"	4	9	8	40	35	42	105	52	126	29	94	124	102	68	225
"mRNA_1817"	30	30	47	150	212	136	53	91	129	155	173	155	140	115	138
"mRNA_1818"	3	10	4	4	1	3	8	10	4	4	1	2	21	15	6
"mRNA_1819"	824	1196	1479	727	852	540	3291	2903	4954	1310	1577	2044	2739	3699	2221
"mRNA_1820"	4	11	2	1	2	5	0	1	5	2	1	1	9	2	5
"mRNA_1821"	2115	3019	3707	2758	3092	2004	4019	3190	6430	4508	5507	6465	20852	14985	24072
"mRNA_1822"	334	397	635	90	242	228	450	434	575	346	423	534	774	967	907
"mRNA_1823"	695	729	935	1295	1567	868	1392	1465	2145	1055	1272	1208	1387	1257	1231
"mRNA_1824"	571	530	625	1004	1098	652	797	914	1098	1010	1174	967	1203	923	1593
"mRNA_1825"	2015	3142	3741	6014	4619	3694	3448	2941	6435	3021	3754	4529	2190	2874	1464
"mRNA_1826"	25	31	31	47	80	52	28	30	50	42	51	43	57	43	21
"mRNA_1827"	215	227	280	345	450	369	388	447	477	336	378	326	585	537	301
"mRNA_1828"	922	1129	1140	1532	1407	1210	648	716	923	756	942	943	669	696	493
"mRNA_1829"	3807	3823	4723	9465	9584	9651	4159	4777	6670	4087	4801	5197	5452	7141	1528
"mRNA_1830"	925	631	808	929	1044	1025	309	398	435	536	570	497	626	707	292
"mRNA_1831"	696	676	818	638	396	212	958	1072	1101	756	899	674	1044	766	827
"mRNA_1832"	19834	18230	19273	4761	3829	2551	3320	3976	3755	4040	4301	3760	3476	3294	2931
"mRNA_1833"	2141	1567	2217	227	322	288	4004	3336	4499	1263	1255	1068	8353	6149	6908
"mRNA_1834"	6	1	7	88	37	61	34	26	51	52	52	36	71	54	84
"mRNA_1835"	1220	1024	1322	1922	1250	1306	1267	1193	1461	1324	1545	1389	2959	2564	1733
"mRNA_1836"	4685	4861	7270	1332	1466	1042	12760	9166	11300	5307	6415	7112	11165	8903	24447
"mRNA_1837"	3606	4019	4527	3817	9179	6791	8142	9853	16879	5254	6024	7137	2676	4325	550
"mRNA_1838"	686	583	617	919	829	678	453	571	578	690	737	556	745	634	652
"mRNA_1839"	228	245	245	594	765	741	300	392	563	400	516	401	505	501	424
"mRNA_1840"	0	4	3	7	9	8	0	2	7	1	3	2	4	3	2
"mRNA_1841"	42	66	68	1461	1661	1388	180	197	524	752	780	856	106	184	50
"mRNA_1842"	4209	5426	4508	3799	3277	2697	11638	14355	13233	7547	7455	8060	6468	7599	2345
"mRNA_1843"	61	97	115	1157	1142	1530	246	332	947	286	418	494	409	698	100
"mRNA_1844"	1339	1900	1565	1436	1666	835	2522	3094	3405	2259	2523	2193	2043	1941	1139
"mRNA_1845"	1795	1430	1720	1204	1238	850	1095	1299	1273	952	1029	971	1103	977	1007
"mRNA_1846"	511	600	668	782	827	723	1100	1013	1398	1235	1352	1379	832	828	520
"mRNA_1847"	87	74	109	726	796	765	253	268	374	1327	1132	966	310	214	323
"mRNA_1848"	21	13	14	122	90	83	7	28	43	136	113	108	34	40	29
"mRNA_1849"	141	176	294	606	952	638	462	439	721	1064	1246	1395	762	695	563
"mRNA_1850"	1314	2012	1956	557	835	452	6390	7208	8747	1584	1718	1803	3388	3880	1990
"mRNA_1851"	283	485	545	849	885	745	1335	1287	2114	687	879	992	1384	1201	1106
"mRNA_1852"	248	305	270	364	344	274	272	328	333	325	465	301	466	318	293
"mRNA_1853"	78	97	91	136	172	156	178	197	212	218	261	278	242	155	145
"mRNA_1854"	455	487	425	1216	1198	1083	694	769	829	614	716	622	969	880	395
"mRNA_1855"	277	265	406	914	900	674	196	238	374	424	528	459	382	371	191
"mRNA_1856"	480	470	434	381	491	290	462	482	503	512	585	505	490	444	446
"mRNA_1857"	116	144	120	297	257	258	93	118	182	122	137	99	175	165	183
"mRNA_1858"	88	56	67	80	59	54	24	29	35	44	31	40	48	36	42
"mRNA_1859"	265	212	287	585	300	302	740	736	897	370	552	448	704	506	579
"mRNA_1860"	4173	4356	5010	3550	2593	2057	3453	3423	4389	3789	4133	4611	1449	2250	901
"mRNA_1861"	515	640	461	314	246	211	597	717	711	404	423	352	822	765	516
"mRNA_1862"	92	123	190	814	618	778	166	345	464	285	385	355	454	651	21
